topic_id,category,pillar,title,observation,claim,novelty,scope,region,footage,demonstration,evidence_status,support_review,editorial_scores,editorial_note,sources,subject,claim_id
technology-032,technology,technology,Why 5 GHz Wi-Fi can be worse through walls,5 GHz Wi-Fi can be worse through walls,Propagation loss and obstruction effects differ with frequency and environment.,Propagation loss and obstruction effects differ with frequency and environment.,The specific product construction or system described by the primary source; not all designs.,Global where this design is used; verify local requirements before naming a rule.,"Film 5 GHz Wi-Fi can be worse through walls; start with the visible detail, then a different close-up of the same object.",Compare attenuated signals crossing the same wall.,pending_review,,"{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 0, ""visuals"": 3}",,"[{""url"": ""https://www.cisco.com/c/en/us/td/docs/wireless/controller/9800/technical-reference/c9800-best-practices.html"", ""publisher"": ""cisco.com""}, {""url"": ""https://www.cisco.com/c/en/us/support/docs/wireless/catalyst-9800-series-wireless-controllers/223061-migrate-to-wi-fi-7-and-6ghz.html"", ""publisher"": ""cisco.com""}, {""url"": ""https://www.cisco.com/c/en/us/support/docs/wireless-mobility/wireless-lan-wlan/8630-rf-problems.html"", ""publisher"": ""cisco.com""}]",wifi,mechanism-d33c13f311ef37a2
technology-033,technology,technology,Why a microwave can disturb nearby Wi-Fi,a microwave can disturb nearby Wi-Fi,"A microwave oven can produce interference in radio spectrum also used by a nearby Wi-Fi network, disrupting reception while the oven runs.","The interruption can come from another device sharing radio spectrum, without any change to the internet subscription.","Radio interference described in Cisco CleanAir documentation; not every oven or wireless setup is affected, and a Wi-Fi interruption is not a radiation-safety diagnosis.",Global where the specified design is used,"Show an ordinary closed microwave running, then a nearby router; no appliance disassembly.",Use a labelled illustrative spectrum to show an interfering signal overlapping a Wi-Fi channel; avoid measured signal claims.,reviewed,"{""reviewed_at"": ""2026-09-17T15:15:25.085620+00:00"", ""method"": ""Editorial comparison of stated mechanism with retrieved primary text"", ""finding"": ""A microwave oven can produce interference in radio spectrum also used by a nearby Wi-Fi network, disrupting reception while the oven runs."", ""scope"": ""Radio interference described in Cisco CleanAir documentation; not every oven or wireless setup is affected, and a Wi-Fi interruption is not a radiation-safety diagnosis.""}","{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 4, ""evidence"": 3, ""visuals"": 4}",,"[{""url"": ""https://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst3650/software/release/16-3/configuration_guide/b_163_consolidated_3650_cg/b_163_consolidated_3650_cg_chapter_0100.pdf"", ""publisher"": ""cisco.com"", ""passage"": ""Many devices,such as microwave ovens, cordless phones, and Bluetooth devices also operate in these bands and can negatively affect the Wi-Fi operations."", ""retrieved_at"": ""2026-09-16T05:19:33.673779+00:00""}]",microwave-ovens,mechanism-de39e2df5212f28c
technology-034,technology,technology,Why a mesh network can slow down at the far node,a mesh network can slow down at the far node,Wireless backhaul and repeated transmissions consume shared airtime.,Wireless backhaul and repeated transmissions consume shared airtime.,The specific product construction or system described by the primary source; not all designs.,Global where this design is used; verify local requirements before naming a rule.,"Film a mesh network can slow down at the far node; start with the visible detail, then a different close-up of the same object.",Trace a packet across multiple wireless hops.,pending_review,,"{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 0, ""visuals"": 3}",,"[{""url"": ""https://support.google.com/googlehome/answer/7182746?hl=en-AU"", ""publisher"": ""support.google.com""}, {""url"": ""https://support.google.com/googlehome/thread/451188386/slow-speed?hl=en"", ""publisher"": ""support.google.com""}, {""url"": ""https://support.google.com/fiber/thread/157867439/mesh-extender-in-ethernet-only-mode?hl=en"", ""publisher"": ""support.google.com""}]",wifi,mechanism-20421ca86b6ef84e
technology-035,technology,technology,Why a video buffers even after a speed test looks good,a video buffers even after a speed test looks good,"A speed test and a video service can use different network paths and servers, so a good test does not guarantee smooth video.","Sustained throughput, latency variation and the route to the media server can differ from a speed test.","A speed test describes one path at one time, not every video service connection.",Global where the specified design is used,"Film a video buffers even after a speed test looks good; start with the visible detail, then a different close-up of the same object.",Compare steady delivery with bursts and gaps.,reviewed,"{""reviewed_at"": ""2026-09-16T10:38:58.692182+00:00"", ""method"": ""Editorial comparison of stated mechanism with retrieved primary text"", ""finding"": ""A speed test and a video service can use different network paths and servers, so a good test does not guarantee smooth video."", ""scope"": ""A speed test describes one path at one time, not every video service connection.""}","{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 3, ""visuals"": 3}",,"[{""url"": ""https://blog.cloudflare.com/how-does-cloudflares-speed-test-really-work/"", ""publisher"": ""cloudflare.com"", ""passage"": ""where the server is in the network, differs from test to test. These variances can impact results dramatically."", ""retrieved_at"": ""2026-09-16T05:19:43.566439+00:00""}]",wifi,mechanism-91b84fd93311d2bf
technology-036,technology,technology,Why sending a photo can make the file much smaller,sending a photo can make the file much smaller,An app may resize or recompress the image before transmission.,An app may resize or recompress the image before transmission.,The specific product construction or system described by the primary source; not all designs.,Global where this design is used; verify local requirements before naming a rule.,"Film sending a photo can make the file much smaller; start with the visible detail, then a different close-up of the same object.",Compare pixel counts and compression stages.,pending_review,,"{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 0, ""visuals"": 3}",,"[{""url"": ""https://support.google.com/photos/thread/453379377/need-to-make-pic-more-compressed-not-cropped?hl=en"", ""publisher"": ""support.google.com""}, {""url"": ""https://support.google.com/photos/thread/165607108/need-to-reduce-picture-file-size?hl=en"", ""publisher"": ""support.google.com""}, {""url"": ""https://support.google.com/photos/thread/107349102/pictures-after-recording-play-fine-on-my-phone-but-when-i-send-them-mms-they-are-pixelated-why?hl=en"", ""publisher"": ""support.google.com""}]",camera,mechanism-d59eff5713f40176
technology-037,technology,technology,Why a screenshot can look different on another screen,a screenshot can look different on another screen,"Colour profiles, display capabilities and viewing settings change colour reproduction.","Colour profiles, display capabilities and viewing settings change colour reproduction.",The specific product construction or system described by the primary source; not all designs.,Global where this design is used; verify local requirements before naming a rule.,"Film a screenshot can look different on another screen; start with the visible detail, then a different close-up of the same object.",Show one image through two display profiles.,pending_review,,"{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 0, ""visuals"": 3}",,"[{""url"": ""https://www.eizo.com/library/management/web-color-management/"", ""publisher"": ""eizo.com""}, {""url"": ""https://www.eizo.com/library/management/color-management-mobile-devices/"", ""publisher"": ""eizo.com""}, {""url"": ""https://www.eizo.com/library/management/color-management-summary/"", ""publisher"": ""eizo.com""}]",displays,mechanism-4a50a0b6f63134cb
technology-038,technology,technology,Why deleted files can remain in the recycle bin,deleted files can remain in the recycle bin,Deletion can first move a file into a recoverable state instead of erasing its contents.,Deletion can first move a file into a recoverable state instead of erasing its contents.,The specific product construction or system described by the primary source; not all designs.,Global where this design is used; verify local requirements before naming a rule.,"Film deleted files can remain in the recycle bin; start with the visible detail, then a different close-up of the same object.","Trace a file through live, trashed and removed states.",pending_review,,"{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 0, ""visuals"": 3}",,"[{""url"": ""https://support.microsoft.com/en-us/office/collab-files/delete-a-file"", ""publisher"": ""support.microsoft.com""}, {""url"": ""https://support.microsoft.com/en-us/topic/how-to-bypass-the-recycle-bin-when-deleting-files-36aa9c63-c12a-988f-43c4-e4347e2b2825"", ""publisher"": ""support.microsoft.com""}, {""url"": ""https://support.microsoft.com/en-us/windows/experience/storage-filemanagement/free-up-drive-space-in-windows"", ""publisher"": ""support.microsoft.com""}]",cans,mechanism-91112dea0aa62ac8
technology-039,technology,technology,Why a computer reports less storage than the box advertises,a computer reports less storage than the box advertises,Different unit conventions can describe the same byte count with different-looking capacities; this does not mean bytes vanished.,The same stored byte count can get two different-looking capacity labels.,Storage manufacturers and operating systems that display binary-based capacity; formatting and reserved space are separate effects.,Global where the specified design is used,"Film a computer reports less storage than the box advertises; start with the visible detail, then a different close-up of the same object.",Keep one byte counter unchanged while switching its displayed unit convention; label any example values as illustrative.,reviewed,"{""reviewed_at"": ""2026-09-16T15:51:30.468138+00:00"", ""method"": ""Editorial comparison of stated mechanism with retrieved primary text"", ""finding"": ""Different unit conventions can describe the same byte count with different-looking capacities; this does not mean bytes vanished."", ""scope"": ""Storage manufacturers and operating systems that display binary-based capacity; formatting and reserved space are separate effects.""}","{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 3, ""visuals"": 3}",,"[{""url"": ""https://www.seagate.com/support/kb/storage-capacity-measurement-standards-194563en/"", ""publisher"": ""seagate.com"", ""passage"": ""The storage industry standard is to display capacity in decimal."", ""retrieved_at"": ""2026-09-16T10:33:43.251153+00:00""}]",a-computer-reports-less-storage-than-the-box-advertises,mechanism-d1c574b86ef7ad1d
technology-040,technology,technology,Why copying thousands of tiny files is slower than one big file,copying thousands of tiny files is slower than one big file,"Each small file repeats file-creation and protocol work before its data can transfer, so equal total bytes need not take equal copying time.",The file count adds work that a total size figure hides.,Windows network file copying over SMB with single-threaded tools; not a universal timing claim for every device or transfer method.,Global where the specified design is used,Show a genuine file manager with one large file beside many small files; keep any timing comparison clearly illustrative.,Compare one create-transfer-close sequence with repeated short sequences containing the same total data.,reviewed,"{""reviewed_at"": ""2026-09-17T15:15:25.107066+00:00"", ""method"": ""Editorial comparison of stated mechanism with retrieved primary text"", ""finding"": ""Each small file repeats file-creation and protocol work before its data can transfer, so equal total bytes need not take equal copying time."", ""scope"": ""Windows network file copying over SMB with single-threaded tools; not a universal timing claim for every device or transfer method.""}","{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 4, ""evidence"": 3, ""visuals"": 4}",,"[{""url"": ""https://learn.microsoft.com/en-us/troubleshoot/windows-server/networking/slow-smb-file-transfer"", ""publisher"": ""learn.microsoft.com"", ""passage"": ""SMB must perform multiple protocol operations to create a file before any data can be transmitted."", ""retrieved_at"": ""2026-09-17T15:13:44.647290+00:00""}]",copying-thousands-of-tiny-files-is-slower-than-one-big-file,mechanism-fed8b263b3cdd30f
technology-041,technology,technology,Why an app update needs more free space than its download,an app update needs more free space than its download,Installation can require unpacked files and temporary working space in addition to the download.,Installation can require unpacked files and temporary working space in addition to the download.,The specific product construction or system described by the primary source; not all designs.,Global where this design is used; verify local requirements before naming a rule.,"Film an app update needs more free space than its download; start with the visible detail, then a different close-up of the same object.","Show download, expansion and replacement stages.",pending_review,,"{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 0, ""visuals"": 3}",,"[{""url"": ""https://support.apple.com/en-us/108905"", ""publisher"": ""support.apple.com""}, {""url"": ""https://support.apple.com/guide/deployment/about-software-updates-depc4c80847a/1/web/1.0"", ""publisher"": ""support.apple.com""}, {""url"": ""https://support.apple.com/en-ca/108429"", ""publisher"": ""support.apple.com""}]",an-app-update-needs-more-free-space-than-its-download,mechanism-3bc04a10863fa1f7
technology-042,technology,technology,Why a progress bar can jump backward,a progress bar can jump backward,Estimates may change as the system discovers more work or enters a different phase.,Estimates may change as the system discovers more work or enters a different phase.,The specific product construction or system described by the primary source; not all designs.,Global where this design is used; verify local requirements before naming a rule.,"Film a progress bar can jump backward; start with the visible detail, then a different close-up of the same object.",Add newly discovered tasks to a progress total.,pending_review,,"{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 0, ""visuals"": 3}",,"[{""url"": ""https://learn.microsoft.com/en-us/windows/win32/uxguide/progress-bars"", ""publisher"": ""learn.microsoft.com""}, {""url"": ""https://learn.microsoft.com/en-us/windows/win32/controls/progress-bar-control-styles"", ""publisher"": ""learn.microsoft.com""}, {""url"": ""https://learn.microsoft.com/nb-no/windows/win32/controls/progress-bar-control-styles"", ""publisher"": ""learn.microsoft.com""}]",cans,mechanism-60a6b935750bf331
technology-043,technology,technology,Why restarting fixes some devices without changing any settings,restarting fixes some devices without changing any settings,Restarting clears transient process state and reinitializes hardware and services.,Restarting clears transient process state and reinitializes hardware and services.,The specific product construction or system described by the primary source; not all designs.,Global where this design is used; verify local requirements before naming a rule.,"Film restarting fixes some devices without changing any settings; start with the visible detail, then a different close-up of the same object.",Compare a stuck running state with a fresh startup.,pending_review,,"{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 0, ""visuals"": 3}",,"[{""url"": ""https://support.microsoft.com/en-us/windows/experience/performance-optimization/troubleshooting-windows-unexpected-restarts-and-stop-code-errors"", ""publisher"": ""support.microsoft.com""}, {""url"": ""https://support.microsoft.com/en-us/windows/experience/backup-recovery/recovery-options-in-windows"", ""publisher"": ""support.microsoft.com""}, {""url"": ""https://support.microsoft.com/en-us/windows/experience/backup-recovery/point-time-restore-for-windows"", ""publisher"": ""support.microsoft.com""}]",restarting-fixes-some-devices-without-changing-any-settings,mechanism-8cccc5cfd4ceefa5
technology-044,technology,technology,Why a laptop fan speeds up during a video call,a laptop fan speeds up during a video call,"Camera processing, encoding and other workloads increase heat that cooling must remove.","Camera processing, encoding and other workloads increase heat that cooling must remove.",The specific product construction or system described by the primary source; not all designs.,Global where this design is used; verify local requirements before naming a rule.,"Film a laptop fan speeds up during a video call; start with the visible detail, then a different close-up of the same object.",Trace video tasks to processor heat and airflow.,pending_review,,"{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 0, ""visuals"": 3}",,"[{""url"": ""https://support.apple.com/en-au/101576"", ""publisher"": ""support.apple.com""}, {""url"": ""https://support.apple.com/en-ca/101613"", ""publisher"": ""support.apple.com""}, {""url"": ""https://support.apple.com/id-id/101576"", ""publisher"": ""support.apple.com""}]",a-laptop-fan-speeds-up-during-a-video-call,mechanism-93e33ac8b0788e3d
technology-045,technology,technology,Why a laptop can wake when you open its lid,a laptop can wake when you open its lid,A lid-position sensor signals a power-state transition to the system.,A lid-position sensor signals a power-state transition to the system.,The specific product construction or system described by the primary source; not all designs.,Global where this design is used; verify local requirements before naming a rule.,"Film a laptop can wake when you open its lid; start with the visible detail, then a different close-up of the same object.",Move a magnet past a lid sensor.,pending_review,,"{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 0, ""visuals"": 3}",,"[{""url"": ""https://www.dell.com/support/kbdoc/en-us/000124946/how-to-enable-or-disable-the-power-on-lid-open-feature-on-your-newer-notebook?msockid=21d3754ae72966cb244b6325e6ec6716"", ""publisher"": ""dell.com""}, {""url"": ""https://www.dell.com/support/kbdoc/en-uk/000143832/latitude-notebooks-an-explanation-of-why-some-latitude-notebooks-don-t-power-on-with-the-lid-closed"", ""publisher"": ""dell.com""}, {""url"": ""https://www.dell.com/support/kbdoc/en-us/000149580/why-is-my-system-not-going-to-sleep-mode"", ""publisher"": ""dell.com""}]",cans,mechanism-610abd027da84e0a
technology-046,technology,technology,Why your inkjet can clean itself before the first page,your inkjet can clean itself before the first page,Some inkjet maintenance cycles clear or protect nozzles so droplets eject reliably.,The activity before the paper moves can be maintenance of tiny nozzles rather than printing the page.,Epson inkjet models with configurable automatic cleaning before or after printing; other printer designs differ.,Global where the specified design is used,Show an inkjet preparing to print and a close-up of its paper path; do not open covers during a cleaning cycle.,"Magnify a schematic nozzle row, mark a blocked outlet, then show the clean-and-check stage before the page.",reviewed,"{""reviewed_at"": ""2026-09-17T15:15:25.171586+00:00"", ""method"": ""Editorial comparison of stated mechanism with retrieved primary text"", ""finding"": ""Some inkjet maintenance cycles clear or protect nozzles so droplets eject reliably."", ""scope"": ""Epson inkjet models with configurable automatic cleaning before or after printing; other printer designs differ.""}","{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 2, ""evidence"": 3, ""visuals"": 3}",,"[{""url"": ""https://files.support.epson.com/docid/cpd6/cpd63622/source/printers/source/ink_functions/tasks/amc400_550/auto_cleaning_lcd_amc400_550.html"", ""publisher"": ""epson.com"", ""passage"": ""check for clogged nozzles and perform print head cleaning, if needed."", ""retrieved_at"": ""2026-09-16T10:33:45.453194+00:00""}]",cans,mechanism-98f9293f954a67c4
technology-047,technology,technology,Why printers mix colour ink into some black areas,printers mix colour ink into some black areas,Print modes can use composite black for particular media or tonal effects.,Print modes can use composite black for particular media or tonal effects.,The specific product construction or system described by the primary source; not all designs.,Global where this design is used; verify local requirements before naming a rule.,"Film printers mix colour ink into some black areas; start with the visible detail, then a different close-up of the same object.",Compare pigment black with a composite colour mix.,pending_review,,"{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 0, ""visuals"": 3}",,"[{""url"": ""https://files.canon-europe.com/files/soft03-48706/Manual/imagePRESS_C1plus_Direct_Printing_Guide_EN.pdf"", ""publisher"": ""canon-europe.com""}, {""url"": ""https://acc-sfcc-service.canon-europe.com/3114C009/3114C009.html"", ""publisher"": ""canon-europe.com""}, {""url"": ""https://sfcc-service.canon-europe.com/printers-office/"", ""publisher"": ""canon-europe.com""}]",printers-mix-colour-ink-into-some-black-areas,mechanism-b78cdc5ff9e5f0f2
technology-048,technology,technology,Why laser printers deliver warm paper,laser printers deliver warm paper,A fuser uses heat and pressure to bond toner to the sheet.,A fuser uses heat and pressure to bond toner to the sheet.,Laser printers using a heated fuser; not inkjet printing.,Global where the specified design is used,"Film laser printers deliver warm paper; start with the visible detail, then a different close-up of the same object.",Trace a page through toner transfer and fusing.,reviewed,"{""reviewed_at"": ""2026-09-16T15:51:30.476652+00:00"", ""method"": ""Editorial comparison of stated mechanism with retrieved primary text"", ""finding"": ""A fuser uses heat and pressure to bond toner to the sheet."", ""scope"": ""Laser printers using a heated fuser; not inkjet printing.""}","{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 3, ""visuals"": 3}",,"[{""url"": ""https://h10032.www1.hp.com/ctg/Manual/c05193073.pdf"", ""publisher"": ""hp.com"", ""passage"": ""the fuser unit applies heat and pressure to ensure that the toner stays on the paper permanently"", ""retrieved_at"": ""2026-09-16T10:37:01.551783+00:00""}]",laser-printers-deliver-warm-paper,mechanism-553b74bc9c34183d
technology-049,technology,technology,Why a scanner light moves across the page,a scanner light moves across the page,A scanning assembly samples successive lines to construct the full image.,The moving assembly builds the image a line at a time instead of photographing the page all at once.,"Flatbed scanners with a moving sensor carriage, as described by Epson; sheet-fed and camera-based scanners differ.",Global where the specified design is used,"Film a scanner light moves across the page; start with the visible detail, then a different close-up of the same object.",Build an image one scanned line at a time.,reviewed,"{""reviewed_at"": ""2026-09-17T03:27:30.663290+00:00"", ""method"": ""Editorial comparison of stated mechanism with retrieved primary text"", ""finding"": ""A scanning assembly samples successive lines to construct the full image."", ""scope"": ""Flatbed scanners with a moving sensor carriage, as described by Epson; sheet-fed and camera-based scanners differ.""}","{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 3, ""visuals"": 3}",,"[{""url"": ""https://files.support.epson.com/pdf/es800c/es800cu1.pdf"", ""publisher"": ""epson.com"", ""passage"": ""The sensor on the carriage scans a line of pixels, and as the carriage moves, the succeeding lines of pixels are scanned."", ""retrieved_at"": ""2026-09-16T10:33:54.318995+00:00""}]",a-scanner-light-moves-across-the-page,mechanism-d955a9867760f6c7
technology-050,technology,technology,Why optical mice struggle on some glass desks,optical mice struggle on some glass desks,The sensor needs usable surface features or optical returns to estimate movement.,A perfectly smooth-looking desk removes the tiny landmarks a conventional mouse tracks.,Conventional optical and laser mice on clear glass; specialized glass-tracking sensors are exceptions.,Global where the specified design is used,"Film optical mice struggle on some glass desks; start with the visible detail, then a different close-up of the same object.",Compare tracked texture with transparent glass.,reviewed,"{""reviewed_at"": ""2026-09-16T15:51:30.482602+00:00"", ""method"": ""Editorial comparison of stated mechanism with retrieved primary text"", ""finding"": ""The sensor needs usable surface features or optical returns to estimate movement."", ""scope"": ""Conventional optical and laser mice on clear glass; specialized glass-tracking sensors are exceptions.""}","{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 3, ""visuals"": 3}",,"[{""url"": ""https://www.logitech.com/assets/52537/logitech-business-product-catalog.pdf"", ""publisher"": ""logitech.com"", ""passage"": ""there just aren’t enough imperfections for it to work."", ""retrieved_at"": ""2026-09-16T10:34:56.748904+00:00""}]",computer-mice,mechanism-f23cd31640f1c039
technology-051,technology,technology,Why a mechanical keyboard can register before the key bottoms out,a mechanical keyboard can register before the key bottoms out,The switch's actuation point occurs before the end of its travel.,The computer can receive the keypress before the key reaches the bottom of its travel.,The described mechanical switches; actuation distance varies by switch and is not a universal keyboard specification.,Global where the specified design is used,"Film a mechanical keyboard can register before the key bottoms out; start with the visible detail, then a different close-up of the same object.",Show contact closure partway through a keystroke.,reviewed,"{""reviewed_at"": ""2026-09-16T15:51:30.492580+00:00"", ""method"": ""Editorial comparison of stated mechanism with retrieved primary text"", ""finding"": ""The switch's actuation point occurs before the end of its travel."", ""scope"": ""The described mechanical switches; actuation distance varies by switch and is not a universal keyboard specification.""}","{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 3, ""visuals"": 3}",,"[{""url"": ""https://www.cherry.de/en-gb/company/cherry-technologies/mechanical-technology"", ""publisher"": ""cherry.de"", ""passage"": ""Mechanical switch technology allows the signal to be triggered during key actuation, even before the key is fully pressed"", ""retrieved_at"": ""2026-09-16T10:34:39.873219+00:00""}]",cans,mechanism-892f27ba7af5396a
technology-052,technology,technology,Why a quiet mouse can still feel clicky,a quiet mouse can still feel clicky,"A rubber actuator damps switch vibration and sound, while a cap over it helps preserve tactile feedback, so a quiet mouse can still feel clicky.",Tactile feedback and audible clicking can be changed separately inside the switch.,Logitech M330 Silent Plus switch design described by its manufacturer; other silent mice may use other mechanisms.,Global where the specified design is used,Show a quiet mouse being clicked beside a normal mouse without claiming measured sound levels.,Animate the rubber actuator damping vibration beneath the cap while the button still travels through its click.,reviewed,"{""reviewed_at"": ""2026-09-17T15:15:25.171586+00:00"", ""method"": ""Editorial comparison of stated mechanism with retrieved primary text"", ""finding"": ""A rubber actuator damps switch vibration and sound, while a cap over it helps preserve tactile feedback, so a quiet mouse can still feel clicky."", ""scope"": ""Logitech M330 Silent Plus switch design described by its manufacturer; other silent mice may use other mechanisms.""}","{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 4, ""evidence"": 3, ""visuals"": 4}",,"[{""url"": ""https://www.logitech.com/assets/64874/silent-mice-white-paper.pdf"", ""publisher"": ""logitech.com"", ""passage"": ""a rubber actuator that dampens both the vibration and the sound."", ""retrieved_at"": ""2026-09-16T10:34:48.957964+00:00""}]",computer-mice,mechanism-40e871998fa49211
technology-053,technology,technology,Why an e-reader can keep an image with its power off,an e-reader can keep an image with its power off,Bistable electronic ink can retain a pigment arrangement without continuous drive.,"The screen needs power to change its picture, but not necessarily to keep that picture.","Bistable E Ink display retention, not the power consumption of the entire reader or its front light.",Global where the specified design is used,"Film an e-reader can keep an image with its power off; start with the visible detail, then a different close-up of the same object.",Move pigment particles then remove the field.,reviewed,"{""reviewed_at"": ""2026-09-16T15:51:30.502486+00:00"", ""method"": ""Editorial comparison of stated mechanism with retrieved primary text"", ""finding"": ""Bistable electronic ink can retain a pigment arrangement without continuous drive."", ""scope"": ""Bistable E Ink display retention, not the power consumption of the entire reader or its front light.""}","{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 3, ""visuals"": 3}",,"[{""url"": ""https://esg.eink.com/en/report/0322082417uc111886/2016-ESG-Report"", ""publisher"": ""eink.com"", ""passage"": ""Bistable: Retains images displayed without consuming power after disconnecting from the source."", ""retrieved_at"": ""2026-09-16T10:35:51.121287+00:00""}]",cans,mechanism-3491b5fb827a0e39
technology-054,technology,technology,Why e-readers flash black when changing pages,e-readers flash black when changing pages,A full refresh drives the ink particles through a reset rather than merely drawing the next page over the previous state.,The black flash is an intentional reset of the ink particles rather than a failed page turn.,Periodic black-to-white refresh of electronic ink displays; not every device flashes on every page.,Global where the specified design is used,"Film e-readers flash black when changing pages; start with the visible detail, then a different close-up of the same object.",Compare partial update residue with a full reset.,reviewed,"{""reviewed_at"": ""2026-09-16T15:51:30.507608+00:00"", ""method"": ""Editorial comparison of stated mechanism with retrieved primary text"", ""finding"": ""A full refresh drives the ink particles through a reset rather than merely drawing the next page over the previous state."", ""scope"": ""Periodic black-to-white refresh of electronic ink displays; not every device flashes on every page.""}","{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 3, ""visuals"": 3}",,"[{""url"": ""https://blog.eink.com/history-of-e-ink"", ""publisher"": ""eink.com"", ""passage"": ""every so often we reset the ink particles back to start."", ""retrieved_at"": ""2026-09-16T10:34:48.694515+00:00""}]",e-readers,mechanism-9253ec0ae6295b20
technology-055,technology,technology,Why a stylus can work without a battery,a stylus can work without a battery,Some pen systems receive energy from the tablet's electromagnetic field.,"In the specified pen system, the tablet supplies energy across the gap to the pen.",Wacom EMR pen systems; other stylus technologies can require batteries.,Global where the specified design is used,"Film a stylus can work without a battery; start with the visible detail, then a different close-up of the same object.",Trace power and position signals between pen and tablet.,reviewed,"{""reviewed_at"": ""2026-09-16T15:51:30.516267+00:00"", ""method"": ""Editorial comparison of stated mechanism with retrieved primary text"", ""finding"": ""Some pen systems receive energy from the tablet's electromagnetic field."", ""scope"": ""Wacom EMR pen systems; other stylus technologies can require batteries.""}","{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 3, ""visuals"": 3}",,"[{""url"": ""https://community.wacom.com/en-us/wacom-movink-13-oled-display/"", ""publisher"": ""wacom.com"", ""passage"": ""power can be supplied to a pen through LCD displays and protective surfaces without the need for any external power sources."", ""retrieved_at"": ""2026-09-16T10:34:53.981931+00:00""}]",cans,mechanism-23ab0395173d70b1
technology-056,technology,technology,Why a contactless card works without being charged,a contactless card works without being charged,The reader's field supplies energy to the passive card electronics.,The reader's field supplies energy to the passive card electronics.,The specific product construction or system described by the primary source; not all designs.,Global where this design is used; verify local requirements before naming a rule.,"Film a contactless card works without being charged; start with the visible detail, then a different close-up of the same object.",Show induction powering a card chip.,pending_review,,"{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 0, ""visuals"": 3}",,"[{""url"": ""https://www.nxp.com/company/about-nxp/smarter-world-blog/BL-NFC-CONSUMERS-CRITICAL-LINK"", ""publisher"": ""nxp.com""}, {""url"": ""https://www.nxp.com/docs/en/application-note/AN14362.pdf"", ""publisher"": ""nxp.com""}, {""url"": ""https://community.nxp.com/pwmxy87654/attachments/pwmxy87654/nfc/1564/1/PN5180%20Antenna%20design%20guide.pdf"", ""publisher"": ""nxp.com""}]",payments,mechanism-2c0d2893ba4b03aa
technology-057,technology,technology,Why QR codes have three large corner squares,QR codes have three large corner squares,Finder patterns help locate and orient the code before decoding.,The three big squares give the reader a way to find orientation before decoding the data.,Standard QR Code finder patterns; other two-dimensional code families can look different.,Global where the specified design is used,"Film QR codes have three large corner squares; start with the visible detail, then a different close-up of the same object.",Rotate a code while its corners remain identifiable.,reviewed,"{""reviewed_at"": ""2026-09-16T15:51:30.522552+00:00"", ""method"": ""Editorial comparison of stated mechanism with retrieved primary text"", ""finding"": ""Finder patterns help locate and orient the code before decoding."", ""scope"": ""Standard QR Code finder patterns; other two-dimensional code families can look different.""}","{""recognition"": 3, ""overlooked_detail"": 3, ""payoff"": 3, ""evidence"": 3, ""visuals"": 3}",,"[{""url"": ""https://www.qrcode.com/en/about/featurePage/featurePage5.html"", ""publisher"": ""qrcode.com"", ""passage"": ""position detection patterns located at the three corners of the symbol."", ""retrieved_at"": ""2026-09-16T10:34:56.719138+00:00""}]",qr-codes,mechanism-6c0112ca0ebc539e
